acceleration,age,aggression,agility,balance,ball control,club,composure,crossing,curve,defending,dri,dribbling,finishing,free kick accuracy,full name,heading,height,interceptions,jumping,league,long passing,long shots,marking,name,nation,overall,pac,pas,penalties,phy,positioning,reactions,sho,short passing,shot power,sliding tackle,sprint speed,stamina,standing tackle,strength,strong foot,vision,volleys
70,32,67,73,74,70,Fc Red Bull Salzburg,69,71,73,69,69,67,45,33,Andreas Ulmer,59,175,69,57,Osterreichische Fussball-Bundesliga,63,70,69,Ulmer,Austria,73,72,67,36,70,71,74,58,72,72,73,73,85,71,65,Left,65,70
68,28,70,72,81,72,Nottingham Forest,74,64,36,72,71,68,45,66,Liam Bridcutt,61,171,72,90,Efl Championship,70,36,70,Bridcutt,Scotland,73,69,65,34,76,46,72,46,71,62,74,69,84,76,74,Right,60,49
56,33,80,75,79,72,Getafe Cf,68,59,80,67,71,70,49,70,Mehdi Lacen,59,176,67,76,Laliga Santander,76,64,70,Lacen,Algeria,73,56,72,59,72,59,69,58,80,70,59,56,72,69,69,Left,68,58
76,31,78,67,66,70,Ud Almeria,74,78,74,70,70,70,41,46,Marco Motta,73,188,68,70,Laliga 1 I 2 I 3,68,73,65,Motta,Italy,73,76,69,52,76,71,68,56,72,72,72,76,75,74,76,Right,60,45
64,28,92,61,63,67,Sheffield Wednesday,70,68,49,71,64,62,51,56,Sam Hutchinson,66,182,76,75,Efl Championship,70,53,69,Hutchinson,England,73,66,66,55,76,48,70,52,72,57,75,67,68,71,74,Right,56,40
69,36,57,72,50,77,Lobos B.U.A.P.,74,74,79,34,73,74,70,80,Jonathan Fabbro,63,188,41,51,Liga Bancomer Mx,73,75,35,Fabbro,Paraguay,73,65,74,69,68,71,68,73,73,79,25,62,54,22,82,Right,72,73
68,30,66,70,75,72,Rangers Fc,80,75,77,60,71,69,62,76,Graham Dorrans,69,179,68,69,Scottish Premiership,72,75,51,Dorrans,Scotland,73,66,76,74,67,66,71,69,77,77,60,64,73,61,65,Right,79,69
67,31,41,81,82,71,Sv Zulte-Waregem,81,80,78,34,74,73,62,76,Onur Kaya,35,166,46,64,Belgium Pro League,75,67,16,Kaya,Belgium,73,66,76,65,56,75,70,65,73,65,23,65,65,46,56,Right,76,66
76,32,79,75,71,71,Oxford United,73,66,43,70,71,70,36,43,Dwight Tiendalli,51,176,68,83,Efl League One,55,51,72,Tiendalli,Netherlands,73,77,62,57,76,56,68,48,70,68,77,78,79,73,73,Right,60,43
50,31,80,65,61,66,Colon De Santa Fe,63,39,59,74,62,57,39,44,Matias Fritzler,65,179,82,84,Primera Division,64,54,66,Fritzler,Argentina,73,49,61,51,69,59,68,49,71,66,72,49,72,82,62,Right,66,45
77,30,52,62,64,69,Frosinone,76,30,52,29,68,68,75,51,Federico Dionisi,67,179,30,73,Calcio B,32,71,23,Dionisi,Italy,73,80,49,70,64,76,75,74,65,75,24,83,72,23,63,Right,53,71
74,31,53,77,70,75,Parma,76,60,66,22,74,74,75,60,Fabio Ceravolo,65,180,25,84,Calcio B,50,64,12,Ceravolo,Italy,73,75,60,70,71,72,69,71,65,70,16,76,76,18,74,Right,59,68
67,29,84,69,70,72,Besiktas Jk,66,63,64,70,70,70,62,60,Veli Kavlak,62,178,75,77,Super Lig,66,72,65,Kavlak,Austria,73,65,67,71,71,64,72,69,73,82,70,64,67,76,68,Right,64,62
66,30,78,68,75,73,Medipol Basaksehir Fk,68,57,50,72,70,67,53,53,Mahmut Tekdemir,70,178,75,81,Super Lig,68,66,67,Tekdemir,Turkey,73,63,64,56,73,53,73,60,73,76,73,60,75,77,70,Right,59,48
66,30,78,68,75,73,Medipol Basaksehir Fk,68,57,50,72,70,67,53,53,Mahmut Tekdemir,70,178,75,81,Super Lig,68,66,67,Tekdemir,Turkey,73,63,64,56,73,53,73,60,73,76,73,60,75,77,70,Right,59,48
68,28,53,90,91,75,Sheffield Wednesday,70,77,72,44,75,72,63,70,Barry Bannan,42,169,57,64,Efl Championship,77,71,43,Bannan,Scotland,73,64,76,70,49,65,70,67,76,70,40,61,78,38,32,Left,77,74
68,28,53,90,91,75,Sheffield Wednesday,70,77,72,44,75,72,63,70,Barry Bannan,42,169,57,64,Efl Championship,77,71,43,Bannan,Scotland,73,64,76,70,49,65,70,67,76,70,40,61,78,38,32,Left,77,74
48,29,69,57,43,66,Brentford,76,51,63,72,60,56,35,43,Andreas Bjelland,71,188,72,85,Efl Championship,78,53,72,Bjelland,Denmark,73,50,62,40,78,58,69,45,63,57,72,51,70,74,84,Left,62,45
48,29,69,57,43,66,Brentford,76,51,63,72,60,56,35,43,Andreas Bjelland,71,188,72,85,Efl Championship,78,53,72,Bjelland,Denmark,73,50,62,40,78,58,69,45,63,57,72,51,70,74,84,Left,62,45
76,30,67,78,85,72,Rc Strasbourg Alsace,75,63,74,60,73,72,64,72,Vincent Nogueira,44,170,67,71,Ligue 1 Conforama,75,65,59,Nogueira,France,73,73,72,63,63,68,70,64,78,64,59,70,82,61,52,Right,68,61
76,30,67,78,85,72,Rc Strasbourg Alsace,75,63,74,60,73,72,64,72,Vincent Nogueira,44,170,67,71,Ligue 1 Conforama,75,65,59,Nogueira,France,73,73,72,63,63,68,70,64,78,64,59,70,82,61,52,Right,68,61
68,29,76,77,72,75,Goztepe Sk,69,66,71,63,74,74,66,55,Andre Castro Pereira,55,181,67,67,Super Lig,72,75,60,Castro,Portugal,73,67,71,63,76,70,71,71,74,84,61,66,76,66,76,Right,72,62
68,29,76,77,72,75,Goztepe Sk,69,66,71,63,74,74,66,55,Andre Castro Pereira,55,181,67,67,Super Lig,72,75,60,Castro,Portugal,73,67,71,63,76,70,71,71,74,84,61,66,76,66,76,Right,72,62
68,27,44,74,58,76,Evkur Yeni Malatyaspor,65,69,71,29,76,79,68,67,Nacer Barazite,60,186,36,64,Super Lig,65,62,22,Barazite,Netherlands,73,67,70,72,62,69,75,68,73,71,20,67,67,24,66,Right,72,65
68,27,44,74,58,76,Evkur Yeni Malatyaspor,65,69,71,29,76,79,68,67,Nacer Barazite,60,186,36,64,Super Lig,65,62,22,Barazite,Netherlands,73,67,70,72,62,69,75,68,73,71,20,67,67,24,66,Right,72,65
46,29,75,39,56,49,1. Fc Nurnberg,58,32,36,72,45,39,13,20,Georg Margreitter,75,186,73,71,Bundesliga 2,52,18,64,Margreitter,Austria,73,50,47,23,75,25,68,22,58,48,73,54,55,77,86,Right,49,12
46,29,75,39,56,49,1. Fc Nurnberg,58,32,36,72,45,39,13,20,Georg Margreitter,75,186,73,71,Bundesliga 2,52,18,64,Margreitter,Austria,73,50,47,23,75,25,68,22,58,48,73,54,55,77,86,Right,49,12
59,29,57,68,56,71,Standard De Liege,74,49,49,34,70,70,75,41,Orlando Carlos Braga De Sa,75,188,22,71,Belgium Pro League,49,59,21,Orlando Sa,Portugal,73,62,57,71,73,74,72,71,62,75,25,64,72,43,80,Right,67,64
59,29,57,68,56,71,Standard De Liege,74,49,49,34,70,70,75,41,Orlando Carlos Braga De Sa,75,188,22,71,Belgium Pro League,49,59,21,Orlando Sa,Portugal,73,62,57,71,73,74,72,71,62,75,25,64,72,43,80,Right,67,64
49,26,83,37,37,48,Krc Genk,68,36,33,72,39,28,33,39,Sebastien Dewaest,75,188,69,67,Belgium Pro League,46,35,72,Dewaest,Belgium,73,54,44,40,84,37,67,41,54,70,71,58,80,75,88,Right,38,22
49,26,83,37,37,48,Krc Genk,68,36,33,72,39,28,33,39,Sebastien Dewaest,75,188,69,67,Belgium Pro League,46,35,72,Dewaest,Belgium,73,54,44,40,84,37,67,41,54,70,71,58,80,75,88,Right,38,22
86,31,67,84,71,66,Brentford,71,59,64,37,68,65,73,45,Lasse Vibe,65,181,34,73,Efl Championship,44,67,34,Vibe,Denmark,73,86,61,65,68,77,79,71,66,71,23,86,85,36,60,Right,71,67
86,31,67,84,71,66,Brentford,71,59,64,37,68,65,73,45,Lasse Vibe,65,181,34,73,Efl Championship,44,67,34,Vibe,Denmark,73,86,61,65,68,77,79,71,66,71,23,86,85,36,60,Right,71,67
43,32,72,55,49,56,Monterrey,69,57,57,73,56,55,40,46,Nicolas Sanchez,74,187,72,88,Liga Bancomer Mx,61,20,73,Sanchez,Argentina,73,51,55,56,77,28,69,31,58,20,71,57,69,73,81,Right,45,22
43,32,72,55,49,56,Monterrey,69,57,57,73,56,55,40,46,Nicolas Sanchez,74,187,72,88,Liga Bancomer Mx,61,20,73,Sanchez,Argentina,73,51,55,56,77,28,69,31,58,20,71,57,69,73,81,Right,45,22
45,27,67,52,46,58,Ifk Goteborg,67,46,37,75,51,42,15,25,Thomas Rogne,74,191,74,64,Allsvenskan,64,33,78,Rogne,Norway,73,49,51,44,75,36,72,28,57,47,67,53,64,76,84,Right,48,30
45,27,67,52,46,58,Ifk Goteborg,67,46,37,75,51,42,15,25,Thomas Rogne,74,191,74,64,Allsvenskan,64,33,78,Rogne,Norway,73,49,51,44,75,36,72,28,57,47,67,53,64,76,84,Right,48,30
66,29,83,65,71,65,Cs Maritimo,70,51,49,73,64,61,45,58,Fabio Jose Ferreira Pacheco,59,180,76,78,Liga Nos,68,66,75,Fabio Pacheco,Portugal,73,68,62,44,72,53,74,54,72,69,69,69,71,75,67,Right,57,48
66,29,83,65,71,65,Cs Maritimo,70,51,49,73,64,61,45,58,Fabio Jose Ferreira Pacheco,59,180,76,78,Liga Nos,68,66,75,Fabio Pacheco,Portugal,73,68,62,44,72,53,74,54,72,69,69,69,71,75,67,Right,57,48
72,29,73,70,74,75,Vitesse,66,82,78,70,73,74,56,77,Alexander Buttner,65,174,64,74,Eredivisie,70,71,70,Buttner,Netherlands,73,74,72,74,75,70,70,66,70,82,74,76,77,73,74,Left,66,60
72,29,73,70,74,75,Vitesse,66,82,78,70,73,74,56,77,Alexander Buttner,65,174,64,74,Eredivisie,70,71,70,Buttner,Netherlands,73,74,72,74,75,70,70,66,70,82,74,76,77,73,74,Left,66,60
75,29,55,90,86,71,Brentford,68,69,69,33,75,74,70,67,Alan Judge,40,169,41,87,Efl Championship,63,69,30,Judge,Republic Of Ireland,73,75,70,58,65,66,66,69,73,72,28,75,77,31,61,Right,73,63
75,29,55,90,86,71,Brentford,68,69,69,33,75,74,70,67,Alan Judge,40,169,41,87,Efl Championship,63,69,30,Judge,Republic Of Ireland,73,75,70,58,65,66,66,69,73,72,28,75,77,31,61,Right,73,63
63,32,72,67,65,74,Antalyaspor,74,66,69,26,71,70,74,60,Deniz Kadah,78,186,25,78,Super Lig,66,74,11,Kadah,Turkey,73,66,69,72,76,74,75,74,70,79,24,69,74,26,79,Right,76,65
63,32,72,67,65,74,Antalyaspor,74,66,69,26,71,70,74,60,Deniz Kadah,78,186,25,78,Super Lig,66,74,11,Kadah,Turkey,73,66,69,72,76,74,75,74,70,79,24,69,74,26,79,Right,76,65
48,30,75,53,65,65,Molde Fk,73,45,68,73,60,55,39,68,Vegard Forren,71,186,73,83,Tippeligaen,64,61,74,Forren,Norway,73,41,58,60,78,37,70,52,67,78,68,35,68,73,83,Left,46,44
48,30,75,53,65,65,Molde Fk,73,45,68,73,60,55,39,68,Vegard Forren,71,186,73,83,Tippeligaen,64,61,74,Forren,Norway,73,41,58,60,78,37,70,52,67,78,68,35,68,73,83,Left,46,44
61,27,81,69,65,73,Aston Villa,71,66,69,59,70,68,68,70,Henri Lansbury,47,185,67,62,Efl Championship,73,73,56,Lansbury,England,73,62,71,72,77,70,69,69,73,70,62,62,81,60,75,Right,73,57
61,27,81,69,65,73,Aston Villa,71,66,69,59,70,68,68,70,Henri Lansbury,47,185,67,62,Efl Championship,73,73,56,Lansbury,England,73,62,71,72,77,70,69,69,73,70,62,62,81,60,75,Right,73,57
47,30,62,54,46,73,Fenerbahce Sk,63,56,53,73,64,62,39,50,Roman Neustadter,76,188,72,65,Super Lig,72,63,73,Neustadter,Russia,73,44,66,58,72,53,72,52,73,70,70,42,77,75,74,Right,69,47
47,30,62,54,46,73,Fenerbahce Sk,63,56,53,73,64,62,39,50,Roman Neustadter,76,188,72,65,Super Lig,72,63,73,Neustadter,Russia,73,44,66,58,72,53,72,52,73,70,70,42,77,75,74,Right,69,47
58,26,81,41,32,64,Swansea City,66,39,33,72,51,44,24,34,Kyle Bartley,78,194,70,33,Premier League,53,20,72,Bartley,England,73,55,49,46,79,25,62,27,65,36,70,53,71,73,87,Right,38,23
58,26,81,41,32,64,Swansea City,66,39,33,72,51,44,24,34,Kyle Bartley,78,194,70,33,Premier League,53,20,72,Bartley,England,73,55,49,46,79,25,62,27,65,36,70,53,71,73,87,Right,38,23
55,30,75,63,59,75,Vila Das Aves,70,75,61,67,71,71,53,73,Vitor Hugo Gomes Da Silva,70,183,69,76,Liga Nos,72,70,66,Vitor Gomes,Portugal,73,58,73,59,75,68,74,62,75,77,68,60,74,66,75,Right,73,50
55,30,75,63,59,75,Vila Das Aves,70,75,61,67,71,71,53,73,Vitor Hugo Gomes Da Silva,70,183,69,76,Liga Nos,72,70,66,Vitor Gomes,Portugal,73,58,73,59,75,68,74,62,75,77,68,60,74,66,75,Right,73,50
89,29,79,71,59,64,Racing Club De Lens,64,62,53,27,66,66,72,45,Moussa Maazou,78,186,22,83,Dominos Ligue 2,42,63,15,Maazou,Niger,73,88,57,70,81,66,71,71,61,81,25,87,80,27,82,Right,58,69
74,31,68,74,77,70,Monterrey,67,73,63,72,70,69,50,55,Luis Fuentes,72,172,71,81,Liga Bancomer Mx,69,65,71,Fuentes,Mexico,73,72,68,63,73,64,67,59,70,72,72,70,78,74,71,Left,64,52
54,31,72,43,57,53,Guadalajara,63,50,30,74,54,54,31,33,Jair Pereira,79,183,69,69,Liga Bancomer Mx,54,43,75,Pereira,Mexico,73,55,52,50,78,35,61,38,60,50,75,55,78,75,82,Right,50,19
80,29,66,81,71,74,Fc Rostov,66,73,57,27,72,71,66,54,Alexey Ionov,52,177,35,67,Sogaz Russian Football Championship,66,64,22,Ionov,Russia,73,79,71,66,61,71,64,66,75,70,24,79,75,20,51,Left,73,61
86,28,55,78,74,74,Sheffield Wednesday,72,68,59,32,74,74,72,54,Marco Andre Silva Lopes Matias,58,178,37,61,Efl Championship,64,77,26,Marco Matias,Portugal,73,86,65,67,60,74,67,74,66,77,28,86,62,29,60,Right,63,70
79,28,35,82,79,76,Besiktas Jk,62,76,77,30,75,76,72,80,Aras Ozbiliz,41,175,43,65,Super Lig,70,83,22,Ozbiliz,Armenia,73,78,73,74,54,65,62,76,74,83,23,77,61,28,57,Left,67,70
90,26,67,84,86,74,Legia Warszawa,75,64,59,56,77,77,58,59,Guilherme Costa Marques,52,170,61,80,T-Mobile Ekstraklasa,60,67,55,Guilherme,Brazil,73,92,66,57,63,66,70,63,70,70,55,93,74,54,55,Left,68,64
92,25,61,82,65,74,Carpi,78,53,71,25,71,67,74,56,Jerry Mbakogu,70,184,16,90,Calcio B,45,60,15,Mbakogu,Nigeria,73,88,58,73,77,70,71,70,59,68,25,85,77,25,83,Right,66,70
92,25,61,82,65,74,Carpi,78,53,71,25,71,67,74,56,Jerry Mbakogu,70,184,16,90,Calcio B,45,60,15,Mbakogu,Nigeria,73,88,58,73,77,70,71,70,59,68,25,85,77,25,83,Right,66,70
70,29,78,69,74,71,Vitoria Guimaraes,76,59,64,28,69,66,73,65,Clecildo Rafael Martins Ladislau,67,177,20,75,Liga Nos,45,69,26,Rafael Martins,Brazil,73,70,59,74,70,74,68,75,65,85,15,70,61,27,71,Right,58,75
70,29,78,69,74,71,Vitoria Guimaraes,76,59,64,28,69,66,73,65,Clecildo Rafael Martins Ladislau,67,177,20,75,Liga Nos,45,69,26,Rafael Martins,Brazil,73,70,59,74,70,74,68,75,65,85,15,70,61,27,71,Right,58,75
75,27,76,78,82,72,Hannover 96,68,68,59,72,71,68,40,50,Oliver Sorg,58,175,73,63,Bundesliga,62,65,73,Sorg,Germany,73,74,66,51,69,49,70,55,72,79,74,74,74,75,64,Right,60,61
75,27,76,78,82,72,Hannover 96,68,68,59,72,71,68,40,50,Oliver Sorg,58,175,73,63,Bundesliga,62,65,73,Sorg,Germany,73,74,66,51,69,49,70,55,72,79,74,74,74,75,64,Right,60,61
87,28,51,81,73,77,Frosinone,75,72,72,24,76,76,70,74,Camillo Ciano,58,176,25,55,Calcio B,68,63,13,Ciano,Italy,73,80,70,76,61,66,68,69,70,70,20,74,68,23,62,Left,66,67
87,28,51,81,73,77,Frosinone,75,72,72,24,76,76,70,74,Camillo Ciano,58,176,25,55,Calcio B,68,63,13,Ciano,Italy,73,80,70,76,61,66,68,69,70,70,20,74,68,23,62,Left,66,67
65,30,85,67,66,66,Amkar Perm,70,61,54,67,65,62,61,55,Fegor Ogude,66,181,73,82,Sogaz Russian Football Championship,74,62,66,Ogude,Nigeria,73,71,67,42,86,64,67,64,72,79,68,76,92,65,84,Right,65,64
65,30,85,67,66,66,Amkar Perm,70,61,54,67,65,62,61,55,Fegor Ogude,66,181,73,82,Sogaz Russian Football Championship,74,62,66,Ogude,Nigeria,73,71,67,42,86,64,67,64,72,79,68,76,92,65,84,Right,65,64
70,26,68,75,63,72,Fc Kbenhavn,72,56,55,29,69,65,73,55,Federico Santander,73,187,33,82,Alka Superliga,55,66,25,Santander,Paraguay,73,72,63,69,77,73,70,72,69,75,23,74,76,19,80,Right,68,67
70,26,68,75,63,72,Fc Kbenhavn,72,56,55,29,69,65,73,55,Federico Santander,73,187,33,82,Alka Superliga,55,66,25,Santander,Paraguay,73,72,63,69,77,73,70,72,69,75,23,74,76,19,80,Right,68,67
89,23,26,91,83,76,Club Brugge Kv,64,79,77,21,78,78,63,66,Anthony Limbombe,36,177,27,85,Belgium Pro League,59,74,15,Limbombe,Belgium,73,88,65,46,54,63,66,68,66,77,15,87,66,20,56,Right,52,70
89,23,26,91,83,76,Club Brugge Kv,64,79,77,21,78,78,63,66,Anthony Limbombe,36,177,27,85,Belgium Pro League,59,74,15,Limbombe,Belgium,73,88,65,46,54,63,66,68,66,77,15,87,66,20,56,Right,52,70
68,25,71,49,69,70,Atalanta,71,42,45,26,66,67,73,56,Andreas Cornelius,77,193,28,75,Calcio A,43,68,13,Cornelius,Denmark,73,70,53,65,81,71,66,72,65,75,12,71,71,26,90,Left,50,67
68,25,71,49,69,70,Atalanta,71,42,45,26,66,67,73,56,Andreas Cornelius,77,193,28,75,Calcio A,43,68,13,Cornelius,Denmark,73,70,53,65,81,71,66,72,65,75,12,71,71,26,90,Left,50,67
84,27,73,84,84,72,Bursaspor,64,72,72,68,74,74,61,55,Aziz Behich,54,170,66,73,Super Lig,71,57,68,Behich,Australia,73,83,67,47,65,61,66,60,73,63,74,83,82,73,52,Left,48,55
84,27,73,84,84,72,Bursaspor,64,72,72,68,74,74,61,55,Aziz Behich,54,170,66,73,Super Lig,71,57,68,Behich,Australia,73,83,67,47,65,61,66,60,73,63,74,83,82,73,52,Left,48,55
69,32,78,77,76,71,Atletico Nacional,67,57,58,70,70,67,53,58,Diego Arias,59,170,68,80,Liga Dimayor,70,64,72,Arias,Colombia,73,68,66,60,72,54,77,60,73,72,70,67,80,73,64,Right,65,70
69,32,78,77,76,71,Atletico Nacional,67,57,58,70,70,67,53,58,Diego Arias,59,170,68,80,Liga Dimayor,70,64,72,Arias,Colombia,73,68,66,60,72,54,77,60,73,72,70,67,80,73,64,Right,65,70
47,28,79,31,27,55,Bristol City,59,18,24,73,41,31,45,25,Aden Flint,80,197,70,61,Efl Championship,52,23,70,Flint,England,73,49,40,38,80,32,65,41,52,60,74,51,67,74,88,Right,42,19
47,28,79,31,27,55,Bristol City,59,18,24,73,41,31,45,25,Aden Flint,80,197,70,61,Efl Championship,52,23,70,Flint,England,73,49,40,38,80,32,65,41,52,60,74,51,67,74,88,Right,42,19
54,29,73,51,53,55,Carpi,63,37,37,72,52,48,21,33,Leonardo Blanchard,74,187,68,82,Calcio B,67,12,70,Blanchard,Italy,73,61,47,30,79,14,65,17,58,13,73,67,72,74,85,Left,30,12
47,32,82,63,68,72,Cruz Azul,67,61,61,69,64,57,51,60,Francisco Silva,37,178,76,68,Liga Bancomer Mx,76,68,73,Silva,Chile,73,49,71,58,77,72,71,61,77,79,70,51,78,70,76,Right,71,46
69,27,74,65,69,71,Amiens Sc,73,64,65,67,70,69,49,58,Thomas Monconduit,59,184,69,68,Ligue 1 Conforama,71,57,68,Monconduit,France,73,69,70,52,76,67,75,54,75,65,66,69,85,68,73,Right,69,39
69,27,74,65,69,71,Amiens Sc,73,64,65,67,70,69,49,58,Thomas Monconduit,59,184,69,68,Ligue 1 Conforama,71,57,68,Monconduit,France,73,69,70,52,76,67,75,54,75,65,66,69,85,68,73,Right,69,39
49,26,83,43,62,51,Genclerbirligi Sk,58,38,36,71,50,46,24,31,Luccas Claro Dos Santos,69,182,66,91,Super Lig,52,21,73,Luccas Claro,Brazil,73,42,45,44,81,33,68,31,57,56,70,37,64,74,88,Right,30,14
66,28,86,69,73,67,Hannover 96,68,44,42,71,67,65,56,52,Marvin Bakalorz,65,180,71,81,Bundesliga,68,75,68,Bakalorz,Germany,73,65,62,64,80,61,71,66,71,85,73,65,84,74,75,Right,65,60
78,31,64,72,74,73,Aek Athens,63,74,69,69,71,71,36,64,Rodrigo Galo Brito,58,174,69,68,Hellas Liga,65,62,70,Rodrigo Galo,Brazil,73,79,67,57,68,68,66,52,68,75,72,79,78,72,65,Right,60,49
90,31,82,85,76,77,Deportivo Toluca,73,73,67,37,77,77,70,73,Gabriel Hauche,58,167,21,77,Liga Bancomer Mx,64,67,32,Hauche,Argentina,73,89,70,77,69,71,74,70,70,73,33,89,73,46,61,Right,69,61
33,29,64,54,49,70,Boca Juniors,65,63,39,75,64,63,33,50,Santiago Vergini,67,191,75,45,Primera Division,65,38,73,Vergini,Argentina,73,42,63,49,77,51,64,38,69,45,70,50,70,80,89,Right,59,27
53,25,72,61,52,68,Krc Genk,70,54,39,72,63,59,42,29,Jakub Brabec,74,186,66,77,Belgium Pro League,65,56,72,Brabec,Czech Republic,73,56,59,49,74,52,69,51,68,67,72,59,71,74,76,Right,58,51
77,27,74,75,70,70,Vitoria Setubal,71,74,75,70,69,67,42,62,Patrick De Oliveira Vieira,56,173,72,75,Liga Nos,63,50,70,Patrick,Brazil,73,77,68,45,71,64,71,50,68,66,72,77,78,74,66,Right,64,45
80,28,73,70,60,72,Bsc Young Boys,68,47,53,71,72,75,48,64,Sekou Sanogo,60,182,70,90,Raiffeisen Super League,73,58,75,Sanogo,Cote D'Ivoire,73,70,65,45,80,72,67,55,72,68,60,62,82,75,80,Left,69,44
86,25,71,85,73,66,Krc Genk,67,67,72,68,71,71,53,71,Clinton Mukoni Mata Pedro Lourenco,43,180,70,85,Belgium Pro League,62,59,70,Clinton Mata,Angola,73,88,64,49,70,62,67,57,66,66,76,89,80,72,63,Right,56,46
76,25,45,83,83,77,Hellas Verona,72,69,70,44,76,75,64,69,Daniel Bessa,50,178,45,52,Calcio A,74,79,34,Bessa,Italy,73,70,74,59,53,74,70,70,76,76,46,66,67,49,49,Right,77,64
72,27,77,69,55,73,Osmanlispor,72,68,64,65,71,73,65,47,Raheem Lawal,53,181,70,78,Super Lig,72,72,59,Lawal,Nigeria,73,74,69,50,85,68,68,68,73,79,66,76,89,72,87,Right,69,55
85,27,53,75,76,71,Fc Kbenhavn,62,71,65,67,70,69,60,63,Peter Ankersen,58,179,67,60,Alka Superliga,64,66,69,Ankersen,Denmark,73,84,67,42,66,67,68,63,70,74,67,83,89,69,61,Right,63,59
82,23,66,75,73,72,Kaa Gent,69,73,69,68,73,73,50,57,Thomas Foket,56,178,69,76,Belgium Pro League,69,62,69,Foket,Belgium,73,80,69,49,70,68,71,57,70,67,71,78,83,70,65,Right,68,61
66,32,76,71,53,48,Al Nassr,61,26,30,72,49,41,20,26,Omar Ibrahim Othman,72,184,71,79,Abdul Latif Jameel League,48,32,71,Othman,Saudi Arabia,73,66,46,36,80,45,71,28,68,40,72,66,73,73,86,Right,36,21
93,29,31,89,75,72,Monarcas Morelia,66,70,56,35,74,73,66,29,Jefferson Cuero,65,173,50,69,Liga Bancomer Mx,58,63,17,Cuero,Colombia,73,93,63,58,59,67,70,66,65,75,35,93,81,32,59,Left,65,59
64,32,68,67,71,76,River Plate,69,74,70,64,72,71,68,65,Ariel Rojas,67,175,65,70,Primera Division,75,73,63,Rojas,Argentina,73,67,73,66,70,72,71,70,76,74,57,69,73,64,70,Left,69,71
87,27,58,86,78,75,Tiburones Rojos De Veracruz,50,70,45,41,74,73,52,66,Freddy Hinestroza,71,179,56,80,Liga Bancomer Mx,67,69,30,Hinestroza,Colombia,73,89,66,47,64,75,71,62,66,80,53,90,70,29,61,Left,64,58
71,30,78,77,72,72,Al Nassr,66,73,77,64,72,71,56,79,Victor Ayala,65,177,65,80,Abdul Latif Jameel League,75,90,61,Ayala,Paraguay,73,72,73,58,74,68,73,70,73,88,63,73,81,68,69,Right,69,53
71,30,46,66,66,71,Deportivo Cali,79,46,32,26,68,66,70,46,Jefferson Duque,68,183,36,80,Liga Bancomer Mx,57,72,17,Duque,Colombia,73,69,55,82,69,78,73,73,62,80,17,68,69,19,78,Right,56,60
79,26,44,80,84,74,Panathinaikos Fc,66,75,73,35,74,74,67,70,Lucas Villafanez,49,169,38,59,Hellas Liga,72,62,35,Villafanez,Argentina,73,78,72,65,50,68,69,66,73,70,29,77,66,31,43,Right,70,66
79,29,75,85,86,68,Club Tijuana,54,59,49,70,72,72,45,47,Damian Perez,60,168,71,93,Liga Bancomer Mx,58,74,70,Perez,Argentina,73,81,55,55,63,69,72,57,61,69,73,82,91,72,41,Left,42,44
53,28,65,55,48,70,Santos Laguna,76,51,62,34,65,65,77,48,Julio Furch,78,187,46,67,Liga Bancomer Mx,57,70,24,Furch,Argentina,73,57,59,64,77,78,68,74,63,75,27,61,76,25,84,Right,62,63
52,31,75,52,40,62,Club Tijuana,56,38,62,73,55,50,48,74,Alejandro Donatti,79,191,72,79,Liga Bancomer Mx,59,65,75,Donatti,Argentina,73,54,51,48,75,36,71,57,60,80,69,55,69,72,77,Right,35,36
79,27,80,76,78,72,Fc Dallas,70,36,65,51,72,71,75,52,Maximiliano Urruti,63,184,36,68,Major League Soccer,49,74,49,Urruti,Argentina,73,78,56,66,71,73,72,75,68,80,49,77,82,59,63,Right,61,74
75,31,72,71,66,76,Club Tijuana,66,59,68,69,71,70,45,58,Enzo Kalinski,71,183,68,88,Liga Bancomer Mx,75,55,67,Kalinski,Argentina,73,69,71,41,79,69,64,51,78,57,68,64,82,71,80,Right,72,49
77,26,32,79,77,75,Cf Os Belenenses,67,67,69,29,76,79,71,35,Ronei Gleison Rodrigues Reis,71,171,26,65,Liga Nos,65,70,23,Roni,Brazil,73,79,67,62,51,76,63,72,69,78,22,80,65,26,51,Right,73,62
37,30,73,47,52,55,River Plate,70,34,27,74,48,37,25,29,Luciano Lollo,75,184,69,88,Primera Division,32,25,77,Lollo,Argentina,73,37,40,67,74,33,71,31,57,42,71,37,53,75,83,Right,30,28
72,30,78,65,63,72,Rayo Vallecano,66,66,59,71,69,68,46,57,Francisco Cerro,59,178,73,73,Laliga 1 I 2 I 3,74,61,72,Cerro,Argentina,73,73,70,53,80,62,73,56,77,73,72,74,88,73,78,Right,66,56
73,26,67,67,63,73,Boca Juniors,66,76,59,69,72,75,41,40,Leonardo Jara,60,183,75,70,Primera Division,73,74,66,Jara,Argentina,73,76,67,38,78,68,68,54,64,65,73,78,87,69,79,Right,68,52
67,33,79,67,65,58,U.N.A.M.,60,48,51,73,58,53,33,47,Gerardo Alcoba,75,183,75,65,Liga Bancomer Mx,46,37,70,Alcoba,Uruguay,73,68,47,53,75,23,70,38,53,46,70,68,68,74,78,Right,35,45
